location,date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
WG,2022-01-18,Lower Photic,3.596855674845436,0.0636677506017888,10
WG,2022-01-18,Deep,1.5631128279425892,1.1432483733025014,45
WG,2022-02-08,Surface,2.116805783760562,0.0176233339367433,10
WG,2022-02-08,Mid-Depth,2.218382765546313,0.0506516448649781,10
WG,2022-02-08,Lower Photic,2.288687826441606,0.0240935520899335,10
WG,2022-02-08,Deep,1.32644255377002,0.8225783321670893,45
WG,2022-03-08,Surface,1.367520211295961,0.2768259400285333,10
WG,2022-03-08,Mid-Depth,2.1039112630389005,0.0993445389915472,10
WG,2022-03-08,Lower Photic,1.8510318951564773,0.2224768774768588,10
WG,2022-03-08,Deep,0.7565820806950914,0.3678008057278507,45
WG,2022-04-05,Surface,1.176711256935341,0.0799921962960124,10
WG,2022-04-05,Mid-Depth,1.7583789843991575,0.3343850954331161,10
WG,2022-04-05,Lower Photic,2.587302182984638,0.1434763859400166,10
WG,2022-04-05,Deep,0.9260172543517458,0.5153154880612602,45
WG,2022-05-10,Surface,1.1285976181844195,0.1320971563168508,10
WG,2022-05-10,Mid-Depth,1.4013171786209289,0.0294351905341865,10
WG,2022-05-10,Lower Photic,1.7556415034944235,0.2789587727610838,10
WG,2022-05-10,Deep,0.829460926431373,0.4534239263576086,45
WG,2022-06-14,Surface,1.2848724655295922,0.1289089798343511,10
WG,2022-06-14,Mid-Depth,1.409085242957466,0.0162191083385609,10
WG,2022-06-14,Lower Photic,1.755748310602074,0.1638296410866045,10
WG,2022-06-14,Deep,0.6917156433584921,0.2760036046881084,45
WG,2022-07-12,Surface,1.0286542901633529,0.0429803130983537,10
WG,2022-07-12,Mid-Depth,1.1059970316050858,0.0752563034844051,10
WG,2022-07-12,Lower Photic,1.6025486021585995,0.1406955925243488,10
WG,2022-07-12,Deep,0.719838190140278,0.3682122628329435,45
WG,2022-08-09,Surface,1.175999997792578,0.1666000936925794,10
WG,2022-08-09,Mid-Depth,1.4651293443114382,0.067466984413302,10
WG,2022-08-09,Lower Photic,1.782392178982412,0.3081114314414399,10
WG,2022-08-09,Deep,0.8174119312427715,0.5099175942226566,45
WG,2022-09-06,Surface,1.0990373925569596,0.3938041590660139,10
WG,2022-09-06,Mid-Depth,1.842780116966011,0.2030766604380469,10
WG,2022-09-06,Lower Photic,1.692651315905413,0.1665210973705398,10
WG,2022-09-06,Deep,0.822352322048118,0.4604309892540804,45
WG,2022-10-18,Surface,1.595089441749359,0.3936409017482213,10
WG,2022-10-18,Mid-Depth,2.156720385708536,0.0859376778442499,10
WG,2022-10-18,Lower Photic,2.284406661775302,0.2332700316440012,10
WG,2022-10-18,Deep,0.7165421462562847,0.3268407243587009,45
WG,2022-11-08,Surface,1.1725371739377874,0.3167147707159672,10
WG,2022-11-08,Mid-Depth,1.7046762917636642,0.0175727271827924,10
WG,2022-11-08,Lower Photic,2.058169708449019,0.3684809093746181,10
WG,2022-11-08,Deep,1.069565841787629,0.7585040570305654,45
WG,2022-12-06,Surface,2.0365280283238967,0.4601985123436105,10
WG,2022-12-06,Mid-Depth,2.68425505770279,0.1542875106673893,10
WG,2022-12-06,Lower Photic,2.838048352321886,0.036965251367215,10
WG,2022-12-06,Deep,1.2848081249097054,1.0005062540207077,45
WG,2023-01-17,Surface,2.1385444788129826,0.1611283349041052,10
WG,2023-01-17,Mid-Depth,2.3965301391441534,0.0540921632368316,10
WG,2023-01-17,Lower Photic,2.670524825842341,0.1917870512769293,10
WG,2023-01-17,Deep,1.4393099692956377,0.9645812980387184,45
WG,2023-02-14,Surface,2.29999993903262,0.2055287176075636,10
WG,2023-02-14,Mid-Depth,2.512541934381396,0.0334939435349933,10
WG,2023-02-14,Lower Photic,2.0364453842187915,0.3335097969427787,10
WG,2023-02-14,Deep,1.100696508684261,0.5078894502492396,45
WG,2023-03-14,Surface,1.6139585708,0.2766210548934347,10
WG,2023-03-14,Mid-Depth,2.0364731048,0.0750135370072864,10
WG,2023-03-14,Lower Photic,2.2627230253,0.1351672005308625,10
WG,2023-03-14,Deep,0.875083766404021,0.3293730486070775,45
WG,2023-04-11,Surface,0.790589051145494,0.0509499864339977,10
WG,2023-04-11,Mid-Depth,0.9286551265441032,0.0301193089029484,10
WG,2023-04-11,Lower Photic,1.29080202800141,0.119235734472742,10
WG,2023-04-11,Deep,1.197527475845907,0.800616742686629,45
WG,2023-05-09,Surface,0.998190724731371,0.1474371012548466,10
WG,2023-05-09,Mid-Depth,1.285135606921022,0.1315934237836821,10
WG,2023-05-09,Lower Photic,1.925623088445669,0.3256852946895709,10
WG,2023-05-09,Deep,0.9590808411466246,0.5520449360737426,45
WG,2023-06-13,Surface,1.079593028775957,0.1118245587295482,10
WG,2023-06-13,Mid-Depth,1.501084654906814,0.2657541925199297,10
WG,2023-06-13,Lower Photic,2.3704925414209788,0.1042886426906509,10
WG,2023-06-13,Deep,0.8711235529246939,0.5201004107181747,45
WG,2023-07-18,Surface,1.818063634942472,0.4479514679319111,10
WG,2023-07-18,Mid-Depth,2.613734651428427,0.1616232448122895,10
WG,2023-07-18,Lower Photic,2.615616450167434,0.4186050062987987,10
WG,2023-07-18,Deep,0.6966498477660258,0.2701455162826314,45
WG,2023-08-16,Surface,1.221596671302438,0.1613312382797547,10
WG,2023-08-16,Mid-Depth,1.706647423021273,0.1971025753705454,10
WG,2023-08-16,Lower Photic,2.7079779523348404,0.2901640105632763,10
WG,2023-08-16,Deep,0.8214655873851666,0.6456837851101734,45
WG,2023-09-05,Surface,1.466005025400562,0.2488575608409006,10
WG,2023-09-05,Mid-Depth,2.1750009780627417,0.4178426849243092,10
WG,2023-09-05,Lower Photic,2.9655513473559894,0.5064037919923512,10
WG,2023-09-05,Deep,0.7051689166571968,0.3619640864363468,45
WG,2023-10-18,Surface,20.00315196510855,3.0129327559816668,10
WG,2023-10-18,Mid-Depth,28.889942178109266,1.4856341625114975,10
WG,2023-10-18,Lower Photic,25.01278903053555,5.411145476862577,10
WG,2023-10-18,Deep,6.653466656202993,4.2568204972633215,45
WG,2023-11-14,Surface,2.9388476835058466,0.1924457098036978,10
WG,2023-11-14,Mid-Depth,3.16365187476599,0.0935242132400834,10
WG,2023-11-14,Lower Photic,3.0587557597360937,0.095615284394736,10
WG,2023-11-14,Deep,0.8197340775706247,0.5739049458018827,45
WG,2023-12-05,Surface,2.604013981137349,0.1547127580278882,10
WG,2023-12-05,Mid-Depth,3.018033493678863,0.0441360659228951,10
WG,2023-12-05,Lower Photic,3.137735825412859,0.0525951660582238,10
WG,2023-12-05,Deep,0.9819713070332624,0.8154968778656038,45
WP,2014-02-26,Surface,1.3037142857142858,0.6201898985021295,10
WP,2014-02-26,Mid-Depth,3.678857142857143,0.7681581469824493,10
WP,2014-02-26,Lower Photic,3.4392642838033063,0.9421646355885248,10
WP,2014-02-26,Deep,1.8152355531567843,0.7573684560154615,28
WP,2014-03-26,Surface,0.3085301866037791,0.0572553575151969,10
WP,2014-03-26,Mid-Depth,0.7717142857142856,0.1920395367456123,10
WP,2014-03-26,Lower Photic,0.8533608673541961,0.1876820932631001,10
WP,2014-03-26,Deep,0.3031966678495735,0.1500455355629595,28
WP,2014-04-22,Surface,0.3588,0.2057424495711945,10
WP,2014-04-22,Mid-Depth,0.625,0.1213122692338522,10
WP,2014-04-22,Lower Photic,0.8089999999999999,0.0510881590977791,10
WP,2014-04-22,Deep,0.6981873215771938,0.3277351462298171,28
WP,2014-06-24,Surface,0.6049999999999999,0.1112804265508239,10
WP,2014-06-24,Mid-Depth,0.836,0.053166405433005,10
WP,2014-06-24,Lower Photic,0.607,0.0678314905564599,10
WP,2014-06-24,Deep,0.3404656388346681,0.1354233275819122,28
WP,2014-07-23,Surface,0.453,0.1277193102949676,10
WP,2014-07-23,Mid-Depth,0.852,0.0684430014277898,10
WP,2014-07-23,Lower Photic,0.78,0.1378404875209022,10
WP,2014-07-23,Deep,0.3108334871180528,0.1216861129782906,28
WP,2014-08-12,Surface,0.6460000000000001,0.1839806753137103,10
WP,2014-08-12,Mid-Depth,0.94,0.0294392028877594,10
WP,2014-08-12,Lower Photic,0.9240000000000002,0.0287518115371304,10
WP,2014-08-12,Deep,0.4560499611281821,0.2263377350489105,28
WP,2014-09-08,Surface,1.201,0.6726968939359769,10
WP,2014-09-08,Mid-Depth,1.866,0.4879708552316987,10
WP,2014-09-08,Lower Photic,0.907,0.3007416757876359,10
WP,2014-09-08,Deep,0.5116167154702144,0.2192776136735481,28
WP,2014-10-07,Surface,2.056,1.543283976492585,10
WP,2014-10-07,Mid-Depth,3.1676,0.7135705524566812,10
WP,2014-10-07,Lower Photic,1.3874,0.4927303071210006,10
WP,2014-10-07,Deep,0.4563193126224544,0.3123443465411634,28
WP,2014-11-11,Surface,1.207,0.6953983670450262,10
WP,2014-11-11,Mid-Depth,1.932,0.2729590933943522,10
WP,2014-11-11,Lower Photic,1.6949999999999998,0.068677992593455,10
WP,2014-11-11,Deep,0.7962310631757922,0.4952759784943014,28
WP,2014-12-08,Surface,1.944,0.6253567870512889,10
WP,2014-12-08,Mid-Depth,3.4255000000000004,0.1969552966764003,10
WP,2014-12-08,Lower Photic,3.316,0.0769126488658111,10
WP,2014-12-08,Deep,1.8888705010580475,1.5580326839497831,28
WP,2015-01-14,Surface,0.844,0.2377300055852343,10
WP,2015-01-14,Mid-Depth,0.0099999999999999,1.8285590982170323e-18,10
WP,2015-01-14,Lower Photic,0.0099999999999999,1.8285590982170323e-18,10
WP,2015-01-14,Deep,0.0177042199865967,0.0407669002605365,28
WP,2015-02-10,Surface,4.714499999999999,2.653760905666606,10
WP,2015-02-10,Mid-Depth,5.97,1.0762899237658967,10
WP,2015-02-10,Lower Photic,2.4205,0.774662829881491,10
WP,2015-02-10,Deep,1.298581725289994,0.4177216762944998,28
WP,2015-03-10,Surface,1.61,1.140253383146824,10
WP,2015-03-10,Mid-Depth,5.769,1.906057303557384,10
WP,2015-03-10,Lower Photic,6.758,0.6346442573074567,10
WP,2015-03-10,Deep,4.483390524086035,1.49766176113219,28
WP,2015-04-14,Surface,0.3370000000000001,0.0705612421155473,10
WP,2015-04-14,Mid-Depth,0.6789999999999999,0.1151279481465923,10
WP,2015-04-14,Lower Photic,0.837,0.0141813649241217,10
WP,2015-04-14,Deep,0.5684364454578854,0.2386215656889834,28
WP,2015-05-05,Surface,0.4630000000000001,0.1093465439173395,10
WP,2015-05-05,Mid-Depth,0.784,0.0975477091251022,10
WP,2015-05-05,Lower Photic,0.868,0.0769992784958981,10
WP,2015-05-05,Deep,0.5748923398347757,0.3025915638304306,28
WP,2015-06-09,Surface,0.586,0.1152967186581358,10
WP,2015-06-09,Mid-Depth,0.724,0.0201108041719978,10
WP,2015-06-09,Lower Photic,0.617,0.0912931785208755,10
WP,2015-06-09,Deep,0.3156071428571428,0.0823080659769607,28
WP,2015-07-14,Surface,0.6090000000000001,0.1955306170967151,10
WP,2015-07-14,Mid-Depth,1.427,0.0449814776695178,10
WP,2015-07-14,Lower Photic,1.379,0.051305187088853,10
WP,2015-07-14,Deep,0.7651293958131865,0.370709290254488,28
WP,2015-08-10,Surface,0.931,0.4112433721181547,10
WP,2015-08-10,Mid-Depth,1.625,0.2606082628518648,10
WP,2015-08-10,Lower Photic,1.141,0.0703088424974649,10
WP,2015-08-10,Deep,0.8183053605536635,0.4009427224196356,28
WP,2015-09-09,Surface,2.5806666666666667,0.4207835137361002,10
WP,2015-09-09,Mid-Depth,2.3063333333333333,0.5750565189613973,10
WP,2015-09-09,Lower Photic,0.962,0.3729402692716951,10
WP,2015-09-09,Deep,0.4946457538606375,0.1440103168122314,28
WP,2015-10-06,Surface,0.959,0.4540301017920874,10
WP,2015-10-06,Mid-Depth,1.198,0.2250333308645632,10
WP,2015-10-06,Lower Photic,0.7630000000000001,0.088950672972284,10
WP,2015-10-06,Deep,0.3917822941915633,0.1406611255801171,28
WP,2015-11-12,Surface,1.8685568551925889,0.5885719329865613,10
WP,2015-11-12,Mid-Depth,2.444746768902095,0.1540944788402381,10
WP,2015-11-12,Lower Photic,1.9219898196305916,0.1904531279941137,10
WP,2015-11-12,Deep,1.045971493583992,0.398369353914234,28
WP,2015-12-08,Surface,1.1010000000000002,0.388228168878961,10
WP,2015-12-08,Mid-Depth,2.13,0.1491457154746473,10
WP,2015-12-08,Lower Photic,1.9620000000000004,0.122909180562994,10
WP,2015-12-08,Deep,1.0570014808660757,0.6713214742679173,28
WP,2016-01-19,Surface,1.3729999999999998,0.5724615465009175,10
WP,2016-01-19,Mid-Depth,1.798,0.1441295713354249,10
WP,2016-01-19,Lower Photic,1.671,0.1942764353526524,10
WP,2016-01-19,Deep,1.0090186449674432,0.5329197512127641,28
WP,2016-02-16,Surface,3.530500000000001,1.8437980878851372,10
WP,2016-02-16,Mid-Depth,5.529999999999999,0.3183289703016885,10
WP,2016-02-16,Lower Photic,4.209999999999999,0.3275159029217767,10
WP,2016-02-16,Deep,3.061009916891648,1.3695818635943828,28
WP,2016-03-08,Surface,1.914,1.1693807583608906,10
WP,2016-03-08,Mid-Depth,4.2780000000000005,0.1955505049852851,10
WP,2016-03-08,Lower Photic,3.6319999999999992,0.352666036546381,10
WP,2016-03-08,Deep,1.7713705718116213,0.6145668529952046,28
WP,2016-04-13,Surface,1.099,0.5992300615512098,10
WP,2016-04-13,Mid-Depth,2.4270000000000005,0.2277449840891732,10
WP,2016-04-13,Lower Photic,1.439,0.4706838995900893,10
WP,2016-04-13,Deep,0.355216453662886,0.1988296600422056,28
WP,2016-05-17,Surface,0.211,0.0328125992061992,10
WP,2016-05-17,Mid-Depth,0.709,0.1427857758244068,10
WP,2016-05-17,Lower Photic,0.7660000000000001,0.0306231575409489,10
WP,2016-05-17,Deep,0.2766349871028687,0.1789743361410859,28
WP,2016-06-14,Surface,0.612,0.4903694752145796,10
WP,2016-06-14,Mid-Depth,1.33,0.1278019300845387,10
WP,2016-06-14,Lower Photic,0.8190000000000002,0.2886539643086703,10
WP,2016-06-14,Deep,0.2701446010168176,0.1072493404039063,28
WP,2016-07-12,Surface,0.344,0.1394592732265907,10
WP,2016-07-12,Mid-Depth,0.8089999999999999,0.1256494241044414,10
WP,2016-07-12,Lower Photic,1.015,0.2916333314283537,10
WP,2016-07-12,Deep,0.3125655901608545,0.192656027060397,28
WP,2016-08-10,Surface,0.375,0.1532064692570853,10
WP,2016-08-10,Mid-Depth,0.8109999999999999,0.0863391246448818,10
WP,2016-08-10,Lower Photic,1.0429999999999997,0.1602810032411826,10
WP,2016-08-10,Deep,0.2975486849872348,0.1912052411599756,28
WP,2016-09-07,Surface,0.302,0.0837721778263987,10
WP,2016-09-07,Mid-Depth,0.725,0.1111805338677194,10
WP,2016-09-07,Lower Photic,0.691,0.0750481327031007,10
WP,2016-09-07,Deep,0.2323393784808784,0.1330399233227111,28
WP,2016-10-12,Surface,0.424,0.1050079362080155,10
WP,2016-10-12,Mid-Depth,0.6990000000000001,0.0260128173535022,10
WP,2016-10-12,Lower Photic,0.635,0.0476678321535836,10
WP,2016-10-12,Deep,0.2134642857142857,0.1391792029331269,28
WP,2016-11-09,Surface,0.387,0.175312419538504,10
WP,2016-11-09,Mid-Depth,1.033,0.1281535537288503,10
WP,2016-11-09,Lower Photic,1.307,0.1498184086003971,10
WP,2016-11-09,Deep,0.5376143849367113,0.4074921247679994,28
WP,2016-12-05,Surface,0.82,0.2641127705272041,10
WP,2016-12-05,Mid-Depth,2.111,0.3875406788683967,10
WP,2016-12-05,Lower Photic,1.874,0.5633076917241194,10
WP,2016-12-05,Deep,0.8628536755623669,0.5534767763210502,28
WP,2017-02-08,Surface,1.642,0.6197454674658335,10
WP,2017-02-08,Mid-Depth,1.854,0.3805317916343448,10
WP,2017-02-08,Lower Photic,1.3330000000000002,0.0275075747143703,10
WP,2017-02-08,Deep,0.9830693775554036,0.1740061078397031,28
WP,2017-03-14,Surface,1.82,0.6589722637899447,10
WP,2017-03-14,Mid-Depth,1.912,0.4705268914265746,10
WP,2017-03-14,Lower Photic,1.067,0.0689685918854855,10
WP,2017-03-14,Deep,0.4797645996080584,0.231572910091952,28
WP,2017-04-19,Surface,0.182,0.058271395689099,10
WP,2017-04-19,Mid-Depth,0.471,0.0978036581910695,10
WP,2017-04-19,Lower Photic,0.626,0.0096609178307929,10
WP,2017-04-19,Deep,0.4573383004475798,0.1909557454646055,28
WP,2017-05-16,Surface,0.369,0.2835665706672773,10
WP,2017-05-16,Mid-Depth,0.79,0.0466666666666666,10
WP,2017-05-16,Lower Photic,0.631,0.0843866761468367,10
WP,2017-05-16,Deep,0.3013128322108765,0.1481154880700045,28
WP,2017-06-13,Surface,0.363,0.0860297106301719,10
WP,2017-06-13,Mid-Depth,0.7819999999999999,0.1323967102646017,10
WP,2017-06-13,Lower Photic,0.489,0.2968145698729914,10
WP,2017-06-13,Deep,0.1596426968268297,0.0613050313645091,28
WP,2017-07-11,Surface,0.634,0.3031391319729825,10
WP,2017-07-11,Mid-Depth,0.542,0.2426611720989669,10
WP,2017-07-11,Lower Photic,0.288,0.0477958622104931,10
WP,2017-07-11,Deep,0.1713512372567051,0.0575187159067175,28
WP,2017-08-08,Surface,0.343,0.1356506952105705,10
WP,2017-08-08,Mid-Depth,0.6789999999999999,0.036040101122068,10
WP,2017-08-08,Lower Photic,0.597,0.0469160005873381,10
WP,2017-08-08,Deep,0.1735799151122265,0.0846463272653575,28
WP,2017-09-12,Surface,0.74,0.4242902570437155,10
WP,2017-09-12,Mid-Depth,0.716,0.2247072169142178,10
WP,2017-09-12,Lower Photic,0.313,0.0429599296502631,10
WP,2017-09-12,Deep,0.1456565139407545,0.0427431154918839,28
WP,2017-10-12,Surface,0.585,0.2590259532256265,10
WP,2017-10-12,Mid-Depth,0.858,0.0248551358430763,10
WP,2017-10-12,Lower Photic,0.619,0.0303498123735734,10
WP,2017-10-12,Deep,0.1831368272886906,0.1425687240901581,28
WP,2017-11-07,Surface,0.576,0.3554402590841079,10
WP,2017-11-07,Mid-Depth,1.789,0.2450147387856946,10
WP,2017-11-07,Lower Photic,1.512,0.261992366301005,10
WP,2017-11-07,Deep,0.537040072045718,0.4433152493673131,28
WP,2017-12-13,Surface,1.794,0.8333493331797363,10
WP,2017-12-13,Mid-Depth,3.273000000000001,0.1285863307060453,10
WP,2017-12-13,Lower Photic,3.217,0.0817924201867141,10
WP,2017-12-13,Deep,2.4174553073568816,1.1995424297775503,28
WP,2018-01-11,Surface,9.747939279997636,4.912353302333487,10
WP,2018-01-11,Mid-Depth,6.925660838797167,3.473167756654513,10
WP,2018-01-11,Lower Photic,3.429050725916916,1.53225929323011,10
WP,2018-01-11,Deep,2.2051335737592948,0.8080639558266537,28
WP,2018-02-07,Surface,3.5261176488587447,0.7427617132397843,10
WP,2018-02-07,Mid-Depth,2.259806357126431,0.2684390300183642,10
WP,2018-02-07,Lower Photic,1.965688663750497,0.0799077778944906,10
WP,2018-02-07,Deep,1.545140077893155,0.4639813042905302,28
WP,2018-02-28,Surface,7.0545614626653546,7.549364513906776,10
WP,2018-02-28,Mid-Depth,2.311239705397138,0.5828819023124443,10
WP,2018-02-28,Lower Photic,1.0453889214718828,0.3037471082116725,10
WP,2018-02-28,Deep,0.6829471889313281,0.1192089796363447,28
WP,2018-03-13,Surface,6.856091307628395,3.935094120293263,10
WP,2018-03-13,Mid-Depth,3.910483573914436,1.7345113228855218,10
WP,2018-03-13,Lower Photic,1.9369544697944288,0.1852781580248668,10
WP,2018-03-13,Deep,0.9129668713279856,0.3291070721966716,28
WP,2018-04-10,Surface,1.3667805025746833,0.3856563840268722,10
WP,2018-04-10,Mid-Depth,2.0719892935096467,0.0856426325576483,10
WP,2018-04-10,Lower Photic,1.7084241262515198,0.2558252285560149,10
WP,2018-04-10,Deep,0.7105267368815683,0.3158000709752927,28
WP,2018-05-15,Surface,1.782567851410522,0.6007155143385847,10
WP,2018-05-15,Mid-Depth,1.9790647533687769,0.1242867749450564,10
WP,2018-05-15,Lower Photic,1.0250027388965786,0.2274729532657392,10
WP,2018-05-15,Deep,0.7017865706548764,0.1899619491932043,28
WP,2018-06-12,Surface,1.453905339333552,0.925986310894698,10
WP,2018-06-12,Mid-Depth,0.8082216170031318,0.1098862321839037,10
WP,2018-06-12,Lower Photic,0.7099505273047396,0.086772464891401,10
WP,2018-06-12,Deep,0.535369652444465,0.1448469229631711,28
WP,2018-07-17,Surface,1.409154267735173,0.3523818470859572,10
WP,2018-07-17,Mid-Depth,2.103333675417984,0.1063017864276137,10
WP,2018-07-17,Lower Photic,1.9335888200527769,0.3020766507771031,10
WP,2018-07-17,Deep,0.5793399601560203,0.1837271256529524,28
WP,2018-08-14,Surface,0.6948213485363961,0.2101764517971128,10
WP,2018-08-14,Mid-Depth,1.16065729823079,0.0778630251335671,10
WP,2018-08-14,Lower Photic,1.396964270317097,0.0718192557485887,10
WP,2018-08-14,Deep,0.9148014506797226,0.4229059758534409,28
WP,2018-09-11,Surface,1.168142085939271,0.0980124927492186,10
WP,2018-09-11,Mid-Depth,1.1910098260279542,0.1389612903608106,10
WP,2018-09-11,Lower Photic,1.0918794627886306,0.1082926320037376,10
WP,2018-09-11,Deep,0.8323169143774489,0.2923257824222498,28
WP,2018-12-12,Surface,1.9329893411067929,1.3749245557229412e-05,10
WP,2018-12-12,Mid-Depth,1.9492300175056636,0.0925603409052175,10
WP,2018-12-12,Lower Photic,1.740373621132738,0.0931575088794095,10
WP,2018-12-12,Deep,0.8887680948587048,0.4441398422028557,28
WP,2019-02-12,Surface,4.872479912689983,1.5785964571583804,10
WP,2019-02-12,Mid-Depth,8.452862200511056,7.229582065260013,10
WP,2019-02-12,Lower Photic,3.705704562598617,0.3954129799671974,10
WP,2019-02-12,Deep,3.041505606482786,1.0466026201804877,28
WP,2019-03-12,Surface,2.822212452219236,0.6605609143119432,10
WP,2019-03-12,Mid-Depth,1.928389758430652,0.1065587512128608,10
WP,2019-03-12,Lower Photic,1.3373891948564978,0.2639972108627387,10
WP,2019-03-12,Deep,0.7026190048589561,0.1961197633340553,28
WP,2019-04-09,Surface,2.684550008304388,0.7560571661560687,10
WP,2019-04-09,Mid-Depth,2.224239621531188,0.4714834977515679,10
WP,2019-04-09,Lower Photic,1.290751881450182,0.256769433123143,10
WP,2019-04-09,Deep,0.5809878540527462,0.1504315227648126,28
WP,2019-05-14,Surface,1.308230822227661,0.0834045583790552,10
WP,2019-05-14,Mid-Depth,0.9561593204135808,0.2331334112919373,10
WP,2019-05-14,Lower Photic,0.5746033299052584,0.0442082914275381,10
WP,2019-05-14,Deep,0.4356171277812734,0.0794078969099088,28
WP,2019-06-12,Surface,1.1326144053730225,0.2117750230654962,10
WP,2019-06-12,Mid-Depth,1.2629070722314,0.265438468751894,10
WP,2019-06-12,Lower Photic,0.7273599315601038,0.1040631544498049,10
WP,2019-06-12,Deep,0.466545087697392,0.0957869678699145,28
WP,2019-07-12,Surface,1.4873898287475398,0.182712382943182,10
WP,2019-07-12,Mid-Depth,1.6068794662069188,0.1397937643174431,10
WP,2019-07-12,Lower Photic,1.3910255953894914,0.3248906487447056,10
WP,2019-07-12,Deep,0.5315217237935524,0.1458286476154403,28
WP,2019-08-13,Surface,1.484918685914598,0.2087905803266301,10
WP,2019-08-13,Mid-Depth,1.718565849090652,0.1241259988271633,10
WP,2019-08-13,Lower Photic,1.391929909709315,0.134635383376575,10
WP,2019-08-13,Deep,0.6668935172729074,0.3768529876634225,28
WP,2019-09-10,Surface,1.2026068329436312,0.3738726907993758,10
WP,2019-09-10,Mid-Depth,1.510936607171555,0.1218549768500728,10
WP,2019-09-10,Lower Photic,1.5225292151396892,0.1470872672760447,10
WP,2019-09-10,Deep,0.6694737307488999,0.2635579831833264,28
WP,2020-01-23,Surface,3.589678804314718,0.81101262776357,10
WP,2020-01-23,Mid-Depth,3.937867364068494,0.1853112522627898,10
WP,2020-01-23,Lower Photic,3.569078691033924,0.2341945975318682,10
WP,2020-01-23,Deep,2.390661913482765,0.9455629373180596,28
WP,2020-02-11,Surface,5.423963872654887,5.573716506013516,10
WP,2020-02-11,Mid-Depth,6.422395061832093,0.485394075494547,10
WP,2020-02-11,Lower Photic,5.710803718941543,1.9678831606319451,10
WP,2020-02-11,Deep,2.01121067325132,0.9695283254887,28
WP,2020-03-10,Surface,2.396216708738315,0.3687778984387695,10
WP,2020-03-10,Mid-Depth,2.696403493051935,0.0744068102340612,10
WP,2020-03-10,Lower Photic,2.7561352834553885,0.1433124157158829,10
WP,2020-03-10,Deep,2.415875800707243,0.8674385720586947,28
WP,2020-08-11,Surface,2.039353150262021,0.0385574061396278,10
WP,2020-08-11,Mid-Depth,1.951612975555772,0.1452454334164969,10
WP,2020-08-11,Lower Photic,1.3020108491728792,0.2743238708878759,10
WP,2020-08-11,Deep,0.5837992379222153,0.1212922355471128,28
WP,2020-09-08,Surface,1.5778974170389255,0.3414398851382914,10
WP,2020-09-08,Mid-Depth,1.4133226830632448,0.1192061840688493,10
WP,2020-09-08,Lower Photic,1.070743000211442,0.0806356946660757,10
WP,2020-09-08,Deep,0.5722450609671832,0.144514299430657,28
WP,2020-10-13,Surface,1.7243551329227749,0.1043013859613067,10
WP,2020-10-13,Mid-Depth,1.376701133780348,0.1427149935409609,10
WP,2020-10-13,Lower Photic,1.0244731029523044,0.0932568746385746,10
WP,2020-10-13,Deep,0.5923848075536057,0.1158598622135355,28
WP,2020-11-10,Surface,1.512338062260968,0.1683347365909042,10
WP,2020-11-10,Mid-Depth,2.1107538001377426,0.097251748353736,10
WP,2020-11-10,Lower Photic,1.8620135746714064,0.1459906672091718,10
WP,2020-11-10,Deep,0.878709561466165,0.4354010488019348,28
WP,2020-12-08,Surface,1.6466762392325172,0.2478623064856582,10
WP,2020-12-08,Mid-Depth,2.105741048211954,0.0962682205006128,10
WP,2020-12-08,Lower Photic,2.1851055846825096,0.0644455776559856,10
WP,2020-12-08,Deep,1.4942839782054569,0.7573974986264853,28
WP,2021-01-19,Surface,1.836276953998039,0.4520833436624315,10
WP,2021-01-19,Mid-Depth,3.043465353312919,0.159405559539342,10
WP,2021-01-19,Lower Photic,3.2956178902823403,0.0583693018346085,10
WP,2021-01-19,Deep,2.7378909296772536,1.269315003255962,28
WP,2021-02-16,Surface,6.640878105368837,8.734989412968634,10
WP,2021-02-16,Mid-Depth,5.647601833222177,0.4107386580278812,10
WP,2021-02-16,Lower Photic,5.901112310580879,0.2401936015079788,10
WP,2021-02-16,Deep,2.8646954088598675,1.7147841966475337,28
WP,2021-03-16,Surface,2.010027968531913,0.6859588270503744,10
WP,2021-03-16,Mid-Depth,3.115687465666715,0.1249336443674674,10
WP,2021-03-16,Lower Photic,2.001808396720872,0.3932355024680786,10
WP,2021-03-16,Deep,1.1432211088870083,0.2806886522878685,28
WP,2021-04-13,Surface,1.89375369478653,0.3839552198349668,10
WP,2021-04-13,Mid-Depth,3.368358435103103,0.1782548464176143,10
WP,2021-04-13,Lower Photic,3.2781100369915395,0.1314080306764209,10
WP,2021-04-13,Deep,1.35533435808451,0.6416711942232725,28
WP,2021-05-11,Surface,1.462422269626459,0.4123454679273861,10
WP,2021-05-11,Mid-Depth,1.7654149282468812,0.1359346215085811,10
WP,2021-05-11,Lower Photic,1.0535683694353748,0.1960257290252104,10
WP,2021-05-11,Deep,0.6955566789783834,0.1491129265454635,28
WP,2021-06-08,Surface,1.761916364800135,0.0755187640654368,10
WP,2021-06-08,Mid-Depth,1.321184175992148,0.178260037229494,10
WP,2021-06-08,Lower Photic,0.8174759180655998,0.036440304749093,10
WP,2021-06-08,Deep,0.5763825655767116,0.1134469640375569,28
WP,2021-07-13,Surface,2.011251995240632,0.1161181321071219,10
WP,2021-07-13,Mid-Depth,1.9649179425879608,0.107058659090644,10
