location,date,depth_group,value_chlorophyll_a,measurement_count_chlorophyll_a,value_ph,measurement_count_ph
WG,2021-11-09,Lower Photic,3.221827188930098,10,8.059082955148689,10
WG,2021-11-09,Deep,1.0012459099025266,45,7.3725106252634305,45
WG,2021-12-07,Surface,3.64035951362123,10,8.115892792607697,10
WG,2021-12-07,Mid-Depth,8.990225148949685,10,8.309365851709847,10
WG,2021-12-07,Lower Photic,5.392293769300987,10,8.401130661935873,10
WG,2021-12-07,Deep,2.705663233500294,45,7.983097128270661,45
WG,2022-01-18,Surface,3.036594150876367,10,8.623081658630095,10
WG,2022-01-18,Mid-Depth,3.5731431443111865,10,8.500517431705495,10
WG,2022-01-18,Lower Photic,3.596855674845436,10,8.300547438249717,10
WG,2022-01-18,Deep,1.5631128279425892,45,7.695488342850644,45
WG,2022-02-08,Surface,2.116805783760562,10,8.391703695155822,10
WG,2022-02-08,Mid-Depth,2.218382765546313,10,8.260942547438685,10
WG,2022-02-08,Lower Photic,2.288687826441606,10,7.991709997366965,10
WG,2022-02-08,Deep,1.32644255377002,45,7.44706938617789,45
WG,2022-03-08,Surface,1.367520211295961,10,7.1986536395446326,10
WG,2022-03-08,Mid-Depth,2.1039112630389005,10,7.184970355853496,10
WG,2022-03-08,Lower Photic,1.8510318951564773,10,7.208526638952037,10
WG,2022-03-08,Deep,0.7565820806950914,45,6.879807337218124,45
WG,2022-04-05,Surface,1.176711256935341,10,8.656088695601358,10
WG,2022-04-05,Mid-Depth,1.7583789843991575,10,8.210337938033438,10
WG,2022-04-05,Lower Photic,2.587302182984638,10,7.911610058636538,10
WG,2022-04-05,Deep,0.9260172543517458,45,7.365040690577305,45
WG,2022-05-10,Surface,1.1285976181844195,10,8.71959278048529,10
WG,2022-05-10,Mid-Depth,1.4013171786209289,10,8.342893220772613,10
WG,2022-05-10,Lower Photic,1.7556415034944235,10,7.929264915530983,10
WG,2022-05-10,Deep,0.829460926431373,45,7.266301494561045,45
WG,2022-06-14,Surface,1.2848724655295922,10,8.827581182242609,10
WG,2022-06-14,Mid-Depth,1.409085242957466,10,8.49039983109451,10
WG,2022-06-14,Lower Photic,1.755748310602074,10,8.06280806522032,10
WG,2022-06-14,Deep,0.6917156433584921,45,7.203650169421597,45
WG,2022-07-12,Surface,1.0286542901633529,10,8.740346535250195,10
WG,2022-07-12,Mid-Depth,1.1059970316050858,10,8.517802182735585,10
WG,2022-07-12,Lower Photic,1.6025486021585995,10,8.165926580822862,10
WG,2022-07-12,Deep,0.719838190140278,45,7.16631435623558,45
WG,2022-08-09,Surface,1.175999997792578,10,8.740958363619107,10
WG,2022-08-09,Mid-Depth,1.4651293443114382,10,8.45855868169286,10
WG,2022-08-09,Lower Photic,1.782392178982412,10,7.980266685624679,10
WG,2022-08-09,Deep,0.8174119312427715,45,6.9659555530442265,45
WG,2022-09-06,Surface,1.0990373925569596,10,8.537675544295027,10
WG,2022-09-06,Mid-Depth,1.842780116966011,10,8.366625426167506,10
WG,2022-09-06,Lower Photic,1.692651315905413,10,7.925655806855372,10
WG,2022-09-06,Deep,0.822352322048118,45,6.954056609630209,45
WG,2022-10-18,Surface,1.595089441749359,10,8.85473280522365,10
WG,2022-10-18,Mid-Depth,2.156720385708536,10,8.748367715445616,10
WG,2022-10-18,Lower Photic,2.284406661775302,10,8.398946736700506,10
WG,2022-10-18,Deep,0.7165421462562847,45,7.216008060511581,45
WG,2022-11-08,Surface,1.1725371739377874,10,8.19861374790744,10
WG,2022-11-08,Mid-Depth,1.7046762917636642,10,8.357656131808561,10
WG,2022-11-08,Lower Photic,2.058169708449019,10,8.29436370285861,10
WG,2022-11-08,Deep,1.069565841787629,45,7.505827486304276,45
WG,2022-12-06,Surface,2.0365280283238967,10,8.398409873892513,10
WG,2022-12-06,Mid-Depth,2.68425505770279,10,8.289093801489392,10
WG,2022-12-06,Lower Photic,2.838048352321886,10,8.02110585439318,10
WG,2022-12-06,Deep,1.2848081249097054,45,7.192662004620691,45
WG,2023-01-17,Surface,2.1385444788129826,10,8.477310471684161,10
WG,2023-01-17,Mid-Depth,2.3965301391441534,10,8.25348453561931,10
WG,2023-01-17,Lower Photic,2.670524825842341,10,8.044298667044782,10
WG,2023-01-17,Deep,1.4393099692956377,45,7.126083309395447,45
WG,2023-02-14,Surface,2.29999993903262,10,7.940843013756075,10
WG,2023-02-14,Mid-Depth,2.512541934381396,10,7.6756751317400305,10
WG,2023-02-14,Lower Photic,2.0364453842187915,10,7.349327423513567,10
WG,2023-02-14,Deep,1.100696508684261,45,6.5249356769806015,45
WG,2023-03-14,Surface,1.6139585708,10,8.5623170498,10
WG,2023-03-14,Mid-Depth,2.0364731048,10,8.1688882982,10
WG,2023-03-14,Lower Photic,2.2627230253,10,7.6114156353,10
WG,2023-03-14,Deep,0.875083766404021,45,6.909962220031745,45
WG,2023-04-11,Surface,0.790589051145494,10,8.733216583034089,10
WG,2023-04-11,Mid-Depth,0.9286551265441032,10,8.370223012371095,10
WG,2023-04-11,Lower Photic,1.29080202800141,10,7.905931835078168,10
WG,2023-04-11,Deep,1.197527475845907,45,7.231854310134958,45
WG,2023-05-09,Surface,0.998190724731371,10,8.314704991407893,10
WG,2023-05-09,Mid-Depth,1.285135606921022,10,7.981458922775817,10
WG,2023-05-09,Lower Photic,1.925623088445669,10,7.573227584378943,10
WG,2023-05-09,Deep,0.9590808411466246,45,6.542717019655792,45
WG,2023-06-13,Surface,1.079593028775957,10,8.627845232820892,10
WG,2023-06-13,Mid-Depth,1.501084654906814,10,8.656082157678362,10
WG,2023-06-13,Lower Photic,2.3704925414209788,10,8.359110382202845,10
WG,2023-06-13,Deep,0.8711235529246939,45,7.305530793818577,45
WG,2023-07-18,Surface,1.818063634942472,10,8.517386237579199,10
WG,2023-07-18,Mid-Depth,2.613734651428427,10,8.463744779329735,10
WG,2023-07-18,Lower Photic,2.615616450167434,10,8.112662221838209,10
WG,2023-07-18,Deep,0.6966498477660258,45,6.915529627378728,45
WG,2023-08-16,Surface,1.221596671302438,10,8.464826078296005,10
WG,2023-08-16,Mid-Depth,1.706647423021273,10,8.326758118019132,10
WG,2023-08-16,Lower Photic,2.7079779523348404,10,7.84223971389752,10
WG,2023-08-16,Deep,0.8214655873851666,45,6.6148653917547,45
WG,2023-09-05,Surface,1.466005025400562,10,8.50477034953144,10
WG,2023-09-05,Mid-Depth,2.1750009780627417,10,8.132878302588614,10
WG,2023-09-05,Lower Photic,2.9655513473559894,10,7.927354062703438,10
WG,2023-09-05,Deep,0.7051689166571968,45,6.694320276885241,45
WG,2023-10-18,Surface,20.00315196510855,10,9.354221576663708,10
WG,2023-10-18,Mid-Depth,28.889942178109266,10,9.634093778512971,10
WG,2023-10-18,Lower Photic,25.01278903053555,10,9.54965185371386,10
WG,2023-10-18,Deep,6.653466656202993,45,8.924481189031017,45
WG,2023-11-14,Surface,2.9388476835058466,10,8.421613848181227,10
WG,2023-11-14,Mid-Depth,3.16365187476599,10,8.403934746511464,10
WG,2023-11-14,Lower Photic,3.0587557597360937,10,7.6224134940291774,10
WG,2023-11-14,Deep,0.8197340775706247,45,6.930293587944912,45
WG,2023-12-05,Surface,2.604013981137349,10,8.664454196651231,10
WG,2023-12-05,Mid-Depth,3.018033493678863,10,8.524819796654207,10
WG,2023-12-05,Lower Photic,3.137735825412859,10,8.223436242749717,10
WG,2023-12-05,Deep,0.9819713070332624,45,6.988360546210477,45
WP,2014-02-26,Surface,1.3037142857142858,10,8.586553146262139,10
WP,2014-02-26,Mid-Depth,3.678857142857143,10,8.373181254153582,10
WP,2014-02-26,Lower Photic,3.4392642838033063,10,8.200243818058953,10
WP,2014-02-26,Deep,1.8152355531567843,28,7.858827659275434,28
WP,2014-03-26,Surface,0.3085301866037791,10,8.556000000000001,10
WP,2014-03-26,Mid-Depth,0.7717142857142856,10,8.569999999999999,10
WP,2014-03-26,Lower Photic,0.8533608673541961,10,8.512,10
WP,2014-03-26,Deep,0.3031966678495735,28,8.16093792737654,28
WP,2014-04-22,Surface,0.3588,10,8.688804552455554,10
WP,2014-04-22,Mid-Depth,0.625,10,8.686000000000002,10
WP,2014-04-22,Lower Photic,0.8089999999999999,10,8.652,10
WP,2014-04-22,Deep,0.6981873215771938,28,8.236051220089548,28
WP,2014-06-24,Surface,0.6049999999999999,10,8.539999999999997,10
WP,2014-06-24,Mid-Depth,0.836,10,8.864,10
WP,2014-06-24,Lower Photic,0.607,10,8.548,10
WP,2014-06-24,Deep,0.3404656388346681,28,7.949897358860165,28
WP,2014-07-23,Surface,0.453,10,8.788,10
WP,2014-07-23,Mid-Depth,0.852,10,9.112,10
WP,2014-07-23,Lower Photic,0.78,10,9.015,10
WP,2014-07-23,Deep,0.3108334871180528,28,8.971459266883013,28
WP,2014-08-12,Surface,0.6460000000000001,10,9.010000000000002,10
WP,2014-08-12,Mid-Depth,0.94,10,9.010000000000002,10
WP,2014-08-12,Lower Photic,0.9240000000000002,10,9.010000000000002,10
WP,2014-08-12,Deep,0.4560499611281821,28,8.96284680016358,28
WP,2014-09-08,Surface,1.201,10,7.3195,10
WP,2014-09-08,Mid-Depth,1.866,10,7.075,10
WP,2014-09-08,Lower Photic,0.907,10,8.204,10
WP,2014-09-08,Deep,0.5116167154702144,28,7.831138182511858,28
WP,2014-10-07,Surface,2.056,10,9.661,10
WP,2014-10-07,Mid-Depth,3.1676,10,9.831,10
WP,2014-10-07,Lower Photic,1.3874,10,9.786,10
WP,2014-10-07,Deep,0.4563193126224544,28,8.9285773621602,28
WP,2014-11-11,Surface,1.207,10,10.867,10
WP,2014-11-11,Mid-Depth,1.932,10,11.184,10
WP,2014-11-11,Lower Photic,1.6949999999999998,10,11.351,10
WP,2014-11-11,Deep,0.7962310631757922,28,10.35109082853048,28
WP,2014-12-08,Surface,1.944,10,8.499,10
WP,2014-12-08,Mid-Depth,3.4255000000000004,10,8.512,10
WP,2014-12-08,Lower Photic,3.316,10,8.501,10
WP,2014-12-08,Deep,1.8888705010580475,28,8.151254709103906,28
WP,2015-01-14,Surface,0.844,10,8.433,10
WP,2015-01-14,Mid-Depth,0.0099999999999999,10,8.409,10
WP,2015-01-14,Lower Photic,0.0099999999999999,10,8.401,10
WP,2015-01-14,Deep,0.0177042199865967,28,8.37763690751375,28
WP,2015-02-10,Surface,4.714499999999999,10,8.427000000000001,10
WP,2015-02-10,Mid-Depth,5.97,10,8.294,10
WP,2015-02-10,Lower Photic,2.4205,10,8.166,10
WP,2015-02-10,Deep,1.298581725289994,28,8.107080434767513,28
WP,2015-03-10,Surface,1.61,10,8.647,10
WP,2015-03-10,Mid-Depth,5.769,10,8.571000000000002,10
WP,2015-03-10,Lower Photic,6.758,10,8.489999999999998,10
WP,2015-03-10,Deep,4.483390524086035,28,8.427080561771378,28
WP,2015-04-14,Surface,0.3370000000000001,10,8.774,10
WP,2015-04-14,Mid-Depth,0.6789999999999999,10,8.77,10
WP,2015-04-14,Lower Photic,0.837,10,8.687,10
WP,2015-04-14,Deep,0.5684364454578854,28,8.445594174741947,28
WP,2015-05-05,Surface,0.4630000000000001,10,8.782,10
WP,2015-05-05,Mid-Depth,0.784,10,8.648,10
WP,2015-05-05,Lower Photic,0.868,10,8.537,10
WP,2015-05-05,Deep,0.5748923398347757,28,8.234239781937758,28
WP,2015-06-09,Surface,0.586,10,8.988,10
WP,2015-06-09,Mid-Depth,0.724,10,8.931999999999999,10
WP,2015-06-09,Lower Photic,0.617,10,8.636999999999997,10
WP,2015-06-09,Deep,0.3156071428571428,28,8.332374999999999,28
WP,2015-07-14,Surface,0.6090000000000001,10,8.692,10
WP,2015-07-14,Mid-Depth,1.427,10,8.655999999999999,10
WP,2015-07-14,Lower Photic,1.379,10,8.549000000000001,10
WP,2015-07-14,Deep,0.7651293958131865,28,8.077233473335033,28
WP,2015-08-10,Surface,0.931,10,8.867,10
WP,2015-08-10,Mid-Depth,1.625,10,8.846,10
WP,2015-08-10,Lower Photic,1.141,10,8.716999999999999,10
WP,2015-08-10,Deep,0.8183053605536635,28,8.243498078073154,28
WP,2015-09-09,Surface,2.5806666666666667,10,9.051,10
WP,2015-09-09,Mid-Depth,2.3063333333333333,10,8.815,10
WP,2015-09-09,Lower Photic,0.962,10,8.551999999999998,10
WP,2015-09-09,Deep,0.4946457538606375,28,8.046731281869803,28
WP,2015-10-06,Surface,0.959,10,8.748999999999999,10
WP,2015-10-06,Mid-Depth,1.198,10,8.363,10
WP,2015-10-06,Lower Photic,0.7630000000000001,10,8.206999999999997,10
WP,2015-10-06,Deep,0.3917822941915633,28,7.914764661150396,28
WP,2015-11-12,Surface,1.8685568551925889,10,8.969000000000001,10
WP,2015-11-12,Mid-Depth,2.444746768902095,10,8.943,10
WP,2015-11-12,Lower Photic,1.921989819630592,10,8.716999999999999,10
WP,2015-11-12,Deep,1.045971493583992,28,7.9265594082732544,28
WP,2015-12-08,Surface,1.1010000000000002,10,8.373000000000001,10
WP,2015-12-08,Mid-Depth,2.13,10,8.381,10
WP,2015-12-08,Lower Photic,1.9620000000000004,10,8.358999999999998,10
WP,2015-12-08,Deep,1.0570014808660757,28,8.092026867320463,28
WP,2016-01-19,Surface,1.3729999999999998,10,7.775,10
WP,2016-01-19,Mid-Depth,1.798,10,7.718999999999999,10
WP,2016-01-19,Lower Photic,1.671,10,7.69,10
WP,2016-01-19,Deep,1.0090186449674432,28,7.52385861502746,28
WP,2016-02-16,Surface,3.530500000000001,10,7.982999999999999,10
WP,2016-02-16,Mid-Depth,5.529999999999999,10,7.910000000000001,10
WP,2016-02-16,Lower Photic,4.209999999999999,10,7.921000000000001,10
WP,2016-02-16,Deep,3.061009916891648,28,7.893810380521401,28
WP,2016-03-08,Surface,1.914,10,8.685,10
WP,2016-03-08,Mid-Depth,4.2780000000000005,10,8.562999999999999,10
WP,2016-03-08,Lower Photic,3.6319999999999992,10,8.494,10
WP,2016-03-08,Deep,1.7713705718116213,28,8.486984527923811,28
WP,2016-04-13,Surface,1.099,10,8.036,10
WP,2016-04-13,Mid-Depth,2.4270000000000005,10,7.87,10
WP,2016-04-13,Lower Photic,1.439,10,7.703,10
WP,2016-04-13,Deep,0.355216453662886,28,7.673873627137024,28
WP,2016-05-17,Surface,0.211,10,8.578000000000001,10
WP,2016-05-17,Mid-Depth,0.709,10,8.535,10
WP,2016-05-17,Lower Photic,0.7660000000000001,10,8.221999999999998,10
WP,2016-05-17,Deep,0.2766349871028687,28,8.076926350664271,28
WP,2016-06-14,Surface,0.612,10,8.606,10
WP,2016-06-14,Mid-Depth,1.33,10,8.553999999999998,10
WP,2016-06-14,Lower Photic,0.8190000000000002,10,8.322000000000001,10
WP,2016-06-14,Deep,0.2701446010168176,28,8.052420236022828,28
WP,2016-07-12,Surface,0.344,10,8.760000000000002,10
WP,2016-07-12,Mid-Depth,0.8089999999999999,10,8.707999999999998,10
WP,2016-07-12,Lower Photic,1.015,10,8.391,10
WP,2016-07-12,Deep,0.3125655901608545,28,8.136829424359568,28
WP,2016-08-10,Surface,0.375,10,8.398,10
WP,2016-08-10,Mid-Depth,0.8109999999999999,10,8.376000000000001,10
WP,2016-08-10,Lower Photic,1.0429999999999997,10,8.311000000000002,10
WP,2016-08-10,Deep,0.2975486849872348,28,7.865535342094433,28
WP,2016-09-07,Surface,0.302,10,9.841,10
WP,2016-09-07,Mid-Depth,0.725,10,9.821,10
WP,2016-09-07,Lower Photic,0.691,10,9.73,10
WP,2016-09-07,Deep,0.2323393784808784,28,9.178428730654009,28
WP,2016-10-12,Surface,0.424,10,8.875,10
WP,2016-10-12,Mid-Depth,0.6990000000000001,10,8.870999999999999,10
WP,2016-10-12,Lower Photic,0.635,10,8.761,10
WP,2016-10-12,Deep,0.2134642857142857,28,8.252464285714286,28
WP,2016-11-09,Surface,0.387,10,8.839000000000002,10
WP,2016-11-09,Mid-Depth,1.033,10,8.879000000000001,10
WP,2016-11-09,Lower Photic,1.307,10,8.851999999999999,10
WP,2016-11-09,Deep,0.5376143849367113,28,8.392517701142518,28
WP,2016-12-05,Surface,0.82,10,8.398,10
WP,2016-12-05,Mid-Depth,2.111,10,8.317000000000002,10
WP,2016-12-05,Lower Photic,1.874,10,8.257,10
WP,2016-12-05,Deep,0.8628536755623669,28,8.061606621743596,28
WP,2017-02-08,Surface,1.642,10,8.277000000000001,10
WP,2017-02-08,Mid-Depth,1.854,10,8.207000000000003,10
WP,2017-02-08,Lower Photic,1.3330000000000002,10,8.171000000000001,10
WP,2017-02-08,Deep,0.9830693775554036,28,8.13919509049759,28
WP,2017-03-14,Surface,1.82,10,8.347,10
WP,2017-03-14,Mid-Depth,1.912,10,8.278,10
WP,2017-03-14,Lower Photic,1.067,10,8.257,10
WP,2017-03-14,Deep,0.4797645996080584,28,8.20808419796773,28
WP,2017-04-19,Surface,0.182,10,8.290000000000001,10
WP,2017-04-19,Mid-Depth,0.471,10,8.220000000000002,10
WP,2017-04-19,Lower Photic,0.626,10,8.190999999999999,10
WP,2017-04-19,Deep,0.4573383004475798,28,8.099440738127086,28
WP,2017-05-16,Surface,0.369,10,8.152,10
WP,2017-05-16,Mid-Depth,0.79,10,8.064999999999998,10
WP,2017-05-16,Lower Photic,0.631,10,7.997,10
WP,2017-05-16,Deep,0.3013128322108765,28,7.971490454301453,28
WP,2017-06-13,Surface,0.363,10,9.358999999999998,10
WP,2017-06-13,Mid-Depth,0.7819999999999999,10,9.329,10
WP,2017-06-13,Lower Photic,0.489,10,9.215,10
WP,2017-06-13,Deep,0.1596426968268297,28,9.089427500765217,28
WP,2017-07-11,Surface,0.634,10,8.184000000000001,10
WP,2017-07-11,Mid-Depth,0.542,10,8.072999999999999,10
WP,2017-07-11,Lower Photic,0.288,10,7.949,10
WP,2017-07-11,Deep,0.1713512372567051,28,7.850938934899532,28
WP,2017-08-08,Surface,0.343,10,9.025,10
WP,2017-08-08,Mid-Depth,0.6789999999999999,10,9.004999999999999,10
WP,2017-08-08,Lower Photic,0.597,10,8.870999999999999,10
WP,2017-08-08,Deep,0.1735799151122265,28,8.449307461352186,28
WP,2017-09-12,Surface,0.74,10,10.371,10
WP,2017-09-12,Mid-Depth,0.716,10,10.339,10
WP,2017-09-12,Lower Photic,0.313,10,10.091,10
WP,2017-09-12,Deep,0.1456565139407545,28,9.495071148671665,28
WP,2017-10-12,Surface,0.585,10,9.105,10
WP,2017-10-12,Mid-Depth,0.858,10,9.071000000000002,10
WP,2017-10-12,Lower Photic,0.619,10,8.955000000000002,10
WP,2017-10-12,Deep,0.1831368272886906,28,8.195025087155267,28
WP,2017-11-07,Surface,0.576,10,8.944999999999999,10
WP,2017-11-07,Mid-Depth,1.789,10,8.895000000000001,10
WP,2017-11-07,Lower Photic,1.512,10,8.853000000000002,10
WP,2017-11-07,Deep,0.537040072045718,28,8.093634394037249,28
WP,2017-12-13,Surface,1.794,10,8.567000000000002,10
WP,2017-12-13,Mid-Depth,3.273000000000001,10,8.56,10
WP,2017-12-13,Lower Photic,3.217,10,8.556000000000001,10
WP,2017-12-13,Deep,2.4174553073568816,28,8.409884188550608,28
WP,2018-01-11,Surface,9.747939279997636,10,9.306963719106426,10
WP,2018-01-11,Mid-Depth,6.925660838797167,10,9.181070438907732,10
WP,2018-01-11,Lower Photic,3.429050725916916,10,9.088707516963948,10
WP,2018-01-11,Deep,2.2051335737592948,28,9.004585792364804,28
WP,2018-02-07,Surface,3.5261176488587447,10,8.851125147044062,10
WP,2018-02-07,Mid-Depth,2.259806357126431,10,8.704093444818517,10
WP,2018-02-07,Lower Photic,1.965688663750497,10,8.69636047333123,10
WP,2018-02-07,Deep,1.545140077893155,28,8.579603925501315,28
WP,2018-02-28,Surface,7.0545614626653546,10,8.699494196556127,10
WP,2018-02-28,Mid-Depth,2.311239705397138,10,8.54932952275322,10
WP,2018-02-28,Lower Photic,1.0453889214718828,10,8.510502653251184,10
WP,2018-02-28,Deep,0.6829471889313281,28,8.457628703395462,28
WP,2018-03-13,Surface,6.856091307628395,10,8.833505673026952,10
WP,2018-03-13,Mid-Depth,3.910483573914436,10,8.640637772386473,10
WP,2018-03-13,Lower Photic,1.9369544697944288,10,8.589881152643118,10
WP,2018-03-13,Deep,0.9129668713279856,28,8.485030378760866,28
WP,2018-04-10,Surface,1.3667805025746833,10,8.89011172679975,10
WP,2018-04-10,Mid-Depth,2.0719892935096467,10,8.826137754713352,10
WP,2018-04-10,Lower Photic,1.7084241262515198,10,8.653402575995491,10
WP,2018-04-10,Deep,0.7105267368815683,28,8.358310070366995,28
WP,2018-05-15,Surface,1.782567851410522,10,8.713900029867423,10
WP,2018-05-15,Mid-Depth,1.9790647533687769,10,8.576368918634198,10
WP,2018-05-15,Lower Photic,1.0250027388965786,10,8.351329169402158,10
WP,2018-05-15,Deep,0.7017865706548764,28,8.047821449264196,28
WP,2018-06-12,Surface,1.453905339333552,10,8.872666709726905,10
WP,2018-06-12,Mid-Depth,0.8082216170031318,10,8.666317095172564,10
WP,2018-06-12,Lower Photic,0.7099505273047396,10,8.291975320847039,10
WP,2018-06-12,Deep,0.535369652444465,28,8.072395852791024,28
WP,2018-07-17,Surface,1.409154267735173,10,8.787238583813927,10
WP,2018-07-17,Mid-Depth,2.103333675417984,10,8.74393701547463,10
WP,2018-07-17,Lower Photic,1.9335888200527769,10,8.498309776395423,10
WP,2018-07-17,Deep,0.5793399601560203,28,8.053908711367276,28
WP,2018-08-14,Surface,0.6948213485363961,10,8.844043223776023,10
WP,2018-08-14,Mid-Depth,1.16065729823079,10,8.76208359220876,10
WP,2018-08-14,Lower Photic,1.396964270317097,10,8.626030784712492,10
WP,2018-08-14,Deep,0.9148014506797226,28,8.0778108793543,28
WP,2018-09-11,Surface,1.168142085939271,10,8.818702189334363,10
WP,2018-09-11,Mid-Depth,1.1910098260279542,10,8.737731318868269,10
WP,2018-09-11,Lower Photic,1.0918794627886306,10,8.482720563610966,10
WP,2018-09-11,Deep,0.8323169143774489,28,7.987823086912596,28
WP,2018-12-12,Surface,1.9329893411067929,10,8.572200442342917,10
WP,2018-12-12,Mid-Depth,1.949230017505664,10,8.57119668789667,10
WP,2018-12-12,Lower Photic,1.740373621132738,10,8.551255933257334,10
WP,2018-12-12,Deep,0.8887680948587048,28,8.19856773301055,28
WP,2019-02-12,Surface,4.872479912689983,10,8.419938411440159,10
WP,2019-02-12,Mid-Depth,8.452862200511056,10,8.142812422846067,10
WP,2019-02-12,Lower Photic,3.705704562598617,10,8.03647423267722,10
WP,2019-02-12,Deep,3.041505606482786,28,7.958400197864933,28
WP,2019-03-12,Surface,2.822212452219236,10,8.476287765220608,10
WP,2019-03-12,Mid-Depth,1.928389758430652,10,8.376567205202814,10
WP,2019-03-12,Lower Photic,1.3373891948564978,10,8.30414511984478,10
WP,2019-03-12,Deep,0.7026190048589561,28,8.185871312298804,28
WP,2019-04-09,Surface,2.684550008304388,10,8.68740753129411,10
WP,2019-04-09,Mid-Depth,2.224239621531188,10,8.42174500527983,10
WP,2019-04-09,Lower Photic,1.290751881450182,10,8.285193113188356,10
WP,2019-04-09,Deep,0.5809878540527462,28,8.119552819922802,28
WP,2019-05-14,Surface,1.308230822227661,10,8.85580255219803,10
WP,2019-05-14,Mid-Depth,0.9561593204135808,10,8.72455585456172,10
WP,2019-05-14,Lower Photic,0.5746033299052584,10,8.488480515209684,10
WP,2019-05-14,Deep,0.4356171277812734,28,8.245538269105575,28
WP,2019-06-12,Surface,1.1326144053730225,10,8.847199264753408,10
WP,2019-06-12,Mid-Depth,1.2629070722314,10,8.751362244075677,10
WP,2019-06-12,Lower Photic,0.7273599315601038,10,8.39470968061135,10
WP,2019-06-12,Deep,0.466545087697392,28,8.125051335716865,28
WP,2019-07-12,Surface,1.4873898287475398,10,8.825514829677326,10
WP,2019-07-12,Mid-Depth,1.6068794662069188,10,8.603632124966579,10
WP,2019-07-12,Lower Photic,1.3910255953894914,10,8.268176335166682,10
WP,2019-07-12,Deep,0.5315217237935524,28,7.860425043789866,28
WP,2019-08-13,Surface,1.484918685914598,10,8.686674040737778,10
WP,2019-08-13,Mid-Depth,1.718565849090652,10,8.541702004525089,10
WP,2019-08-13,Lower Photic,1.391929909709315,10,8.386934470108878,10
WP,2019-08-13,Deep,0.6668935172729074,28,7.876533279196076,28
WP,2019-09-10,Surface,1.2026068329436312,10,8.885224199106721,10
WP,2019-09-10,Mid-Depth,1.510936607171555,10,8.77366240966847,10
WP,2019-09-10,Lower Photic,1.5225292151396892,10,8.48619749763271,10
WP,2019-09-10,Deep,0.6694737307488999,28,8.030429950290683,28
WP,2020-01-23,Surface,3.589678804314718,10,8.368314299501655,10
WP,2020-01-23,Mid-Depth,3.937867364068494,10,7.772130819019639,10
WP,2020-01-23,Lower Photic,3.569078691033924,10,7.778533276439569,10
WP,2020-01-23,Deep,2.390661913482765,28,7.337198524494929,28
WP,2020-02-11,Surface,5.423963872654887,10,8.42839009293899,10
WP,2020-02-11,Mid-Depth,6.422395061832093,10,8.109882564148846,10
WP,2020-02-11,Lower Photic,5.710803718941543,10,7.989380231312367,10
WP,2020-02-11,Deep,2.01121067325132,28,7.799302884455501,28
WP,2020-03-10,Surface,2.396216708738315,10,6.992814035938378,10
WP,2020-03-10,Mid-Depth,2.696403493051935,10,7.273635558967169,10
WP,2020-03-10,Lower Photic,2.7561352834553885,10,7.618592061932939,10
WP,2020-03-10,Deep,2.415875800707243,28,7.844462003667382,28
WP,2020-08-11,Surface,2.039353150262021,10,8.778173245374203,10
WP,2020-08-11,Mid-Depth,1.951612975555772,10,8.180328911655218,10
WP,2020-08-11,Lower Photic,1.3020108491728792,10,7.772678255664618,10
WP,2020-08-11,Deep,0.5837992379222153,28,7.1455814818224495,28
WP,2020-09-08,Surface,1.5778974170389255,10,8.813248210223405,10
WP,2020-09-08,Mid-Depth,1.4133226830632448,10,8.676778144655142,10
WP,2020-09-08,Lower Photic,1.070743000211442,10,8.449858988372043,10
WP,2020-09-08,Deep,0.5722450609671832,28,7.936663307276885,28
WP,2020-10-13,Surface,1.7243551329227749,10,8.588388001458416,10
WP,2020-10-13,Mid-Depth,1.376701133780348,10,7.930236757276904,10
WP,2020-10-13,Lower Photic,1.0244731029523044,10,7.535735213893584,10
WP,2020-10-13,Deep,0.5923848075536057,28,6.969973307367847,28
WP,2020-11-10,Surface,1.512338062260968,10,8.355568704959014,10
WP,2020-11-10,Mid-Depth,2.1107538001377426,10,7.700514563457121,10
WP,2020-11-10,Lower Photic,1.8620135746714064,10,7.549528878267803,10
WP,2020-11-10,Deep,0.878709561466165,28,7.065398470724577,28
WP,2020-12-08,Surface,1.6466762392325172,10,7.693624202962719,10
WP,2020-12-08,Mid-Depth,2.105741048211954,10,7.312878506078178,10
WP,2020-12-08,Lower Photic,2.1851055846825096,10,6.515252054110206,10
WP,2020-12-08,Deep,1.4942839782054569,28,5.551009665692193,28
WP,2021-01-19,Surface,1.836276953998039,10,8.132340880460868,10
WP,2021-01-19,Mid-Depth,3.043465353312919,10,7.992688139099505,10
WP,2021-01-19,Lower Photic,3.2956178902823403,10,7.941804143955048,10
WP,2021-01-19,Deep,2.7378909296772536,28,7.733952337384229,28
WP,2021-02-16,Surface,6.640878105368837,10,8.688711420752623,10
WP,2021-02-16,Mid-Depth,5.647601833222177,10,8.237163864928105,10
WP,2021-02-16,Lower Photic,5.901112310580879,10,8.137869551493136,10
WP,2021-02-16,Deep,2.8646954088598675,28,7.951163603306646,28
WP,2021-03-16,Surface,2.010027968531913,10,8.027194262967424,10
WP,2021-03-16,Mid-Depth,3.115687465666715,10,7.865764584914811,10
WP,2021-03-16,Lower Photic,2.001808396720872,10,7.761806480339788,10
WP,2021-03-16,Deep,1.1432211088870083,28,7.679565674738462,28
WP,2021-04-13,Surface,1.89375369478653,10,8.594334824139926,10
