location,date,depth_group,value_chlorophyll_a,measurement_count_chlorophyll_a,value_dissolved_oxygen,measurement_count_dissolved_oxygen,value_difference,measurement_count_difference
WG,2017-09-13,Deep,0.141343507403032,45,1.8973159213753883,45,-1.7559724139723563,0
WG,2017-10-13,Surface,0.6060000000000001,10,6.087,10,-5.481,0
WG,2017-10-13,Mid-Depth,0.795,10,6.107,10,-5.312,0
WG,2017-10-13,Lower Photic,0.997,10,5.852,10,-4.855,0
WG,2017-10-13,Deep,0.1619585185320686,45,1.7358883392404572,45,-1.5739298207083885,0
WG,2017-11-08,Surface,1.108,10,7.526000000000001,10,-6.418000000000001,0
WG,2017-11-08,Mid-Depth,1.5240000000000002,10,7.536999999999999,10,-6.012999999999999,0
WG,2017-11-08,Lower Photic,1.939,10,7.383,10,-5.444,0
WG,2017-11-08,Deep,0.4765128960960714,45,2.258278669083531,45,-1.7817657729874596,0
WG,2017-12-14,Surface,2.5860000000000003,10,5.987,10,-3.401,0
WG,2017-12-14,Mid-Depth,3.075,10,5.882,10,-2.8069999999999995,0
WG,2017-12-14,Lower Photic,3.183,10,5.908,10,-2.7250000000000005,0
WG,2017-12-14,Deep,1.3690482812554048,45,3.0040657990580377,45,-1.635017517802633,0
WG,2018-01-11,Surface,5.3105531504883645,10,5.852273698628558,10,-0.5417205481401934,0
WG,2018-01-11,Mid-Depth,5.688240281690459,10,5.883674113461977,10,-0.19543383177151785,0
WG,2018-01-11,Lower Photic,5.618756277828416,10,5.9107995900430925,10,-0.29204331221467683,0
WG,2018-01-11,Deep,3.262379761584616,45,3.22001164160418,45,0.04236811998043599,0
WG,2018-02-07,Surface,4.505032748524064,10,4.34516803886447,10,0.15986470965959398,0
WG,2018-02-07,Mid-Depth,6.801609533710748,10,4.288265795796299,10,2.5133437379144485,0
WG,2018-02-07,Lower Photic,6.774494817250951,10,4.289987634995143,10,2.4845071822558085,0
WG,2018-02-07,Deep,1.9401551652842828,45,3.115431773784375,45,-1.175276608500092,0
WG,2018-02-28,Surface,3.3433090918648345,10,6.2170413423031246,10,-2.87373225043829,0
WG,2018-02-28,Mid-Depth,3.827637874618717,10,5.772023957129335,10,-1.9443860825106176,0
WG,2018-02-28,Lower Photic,2.512756729751,10,4.434338876116003,10,-1.9215821463650031,0
WG,2018-02-28,Deep,0.8571293293637292,45,3.471458456148865,45,-2.614329126785136,0
WG,2018-03-15,Surface,5.679800016141051,10,6.780581413123107,10,-1.1007813969820557,0
WG,2018-03-15,Mid-Depth,6.897336470864007,10,6.46843717026029,10,0.4288993006037165,0
WG,2018-03-15,Lower Photic,7.047080096739107,10,4.615856420962792,10,2.431223675776315,0
WG,2018-03-15,Deep,1.2404049460918871,45,3.2827894652428893,45,-2.0423845191510024,0
WG,2018-04-12,Surface,1.382873583998196,10,6.732023782607348,10,-5.349150198609152,0
WG,2018-04-12,Mid-Depth,1.7372469058779771,10,6.4796524224205045,10,-4.742405516542528,0
WG,2018-04-12,Lower Photic,1.8347205860627027,10,4.894428507818871,10,-3.0597079217561682,0
WG,2018-04-12,Deep,0.6445013628011164,45,3.11779067653402,45,-2.473289313732904,0
WG,2018-05-16,Surface,1.370073318972941,10,7.242183498398146,10,-5.872110179425205,0
WG,2018-05-16,Mid-Depth,1.771278344468671,10,6.986013580628129,10,-5.214735236159458,0
WG,2018-05-16,Lower Photic,1.763338188712868,10,4.76328863699732,10,-2.999950448284452,0
WG,2018-05-16,Deep,0.7125668472878567,45,2.902795057603273,45,-2.1902282103154165,0
WG,2018-06-13,Surface,0.8626307366458121,10,7.107179308865369,10,-6.244548572219557,0
WG,2018-06-13,Mid-Depth,1.177996982823793,10,6.8786311910060025,10,-5.700634208182209,0
WG,2018-06-13,Lower Photic,1.3811038640156752,10,4.780012895742966,10,-3.3989090317272908,0
WG,2018-06-13,Deep,0.6771712685928633,45,2.8230886691859083,45,-2.145917400593045,0
WG,2018-07-18,Surface,1.103682995263243,10,6.663514730356104,10,-5.55983173509286,0
WG,2018-07-18,Mid-Depth,1.158706919439914,10,6.6669133034274335,10,-5.5082063839875195,0
WG,2018-07-18,Lower Photic,1.6992423959024023,10,5.811918216023335,10,-4.112675820120932,0
WG,2018-07-18,Deep,0.7345810962997453,45,2.6548236089825523,45,-1.9202425126828069,0
WG,2018-08-16,Surface,0.7164284585515958,10,7.07132838096292,10,-6.354899922411325,0
WG,2018-08-16,Mid-Depth,0.9576136825193212,10,6.923956201988448,10,-5.966342519469126,0
WG,2018-08-16,Lower Photic,1.7155247094586472,10,6.374598097784571,10,-4.659073388325924,0
WG,2018-08-16,Deep,0.9308175386726414,45,2.683954657462696,45,-1.7531371187900544,0
WG,2018-09-12,Surface,0.9828219941238664,10,7.11155845838002,10,-6.1287364642561535,0
WG,2018-09-12,Mid-Depth,1.244304555678802,10,7.047396101749375,10,-5.803091546070573,0
WG,2018-09-12,Lower Photic,1.6255408002951213,10,5.833644685449135,10,-4.208103885154014,0
WG,2018-09-12,Deep,0.7914040647012093,45,2.439486862941449,45,-1.6480827982402397,0
WG,2018-09-24,Surface,2.100122293977437,10,7.890863764370816,10,-5.790741470393379,0
WG,2018-09-24,Mid-Depth,1.8359173344129889,10,7.7165475061026,10,-5.880630171689611,0
WG,2018-09-24,Lower Photic,0.9773544866432397,10,5.90495335495857,10,-4.9275988683153304,0
WG,2018-09-24,Deep,0.5308048132245167,45,2.5261544503257665,45,-1.9953496371012498,0
WG,2018-10-10,Surface,8.29949773003855,10,6.916278505594301,10,1.3832192244442485,0
WG,2018-10-10,Mid-Depth,5.5764417691017885,10,6.873642042180867,10,-1.2972002730790786,0
WG,2018-10-10,Lower Photic,4.6209177885035375,10,6.768734049200917,10,-2.14781626069738,0
WG,2018-10-10,Deep,0.779837605799785,45,2.44119682689747,45,-1.661359221097685,0
WG,2018-11-14,Surface,2.588485818361907,10,6.958515133241346,10,-4.370029314879439,0
WG,2018-11-14,Mid-Depth,3.4383459253459128,10,6.867874773130128,10,-3.4295288477842156,0
WG,2018-11-14,Lower Photic,3.149022442961131,10,6.326756347495588,10,-3.1777339045344575,0
WG,2018-11-14,Deep,0.7202623510805757,45,2.3936227483066586,45,-1.6733603972260829,0
WG,2018-12-12,Surface,2.051809134005416,10,6.390152017327416,10,-4.3383428833219995,0
WG,2018-12-12,Mid-Depth,2.2850109864382544,10,6.317218538698201,10,-4.032207552259947,0
WG,2018-12-12,Lower Photic,2.316225638171124,10,6.28837339013843,10,-3.972147751967306,0
WG,2018-12-12,Deep,1.069816862443678,45,3.634765883802407,45,-2.5649490213587294,0
WG,2019-02-12,Surface,2.9635680663467947,10,7.385440942340173,10,-4.421872875993378,0
WG,2019-02-12,Mid-Depth,1.903353927841752,10,5.955,10,-4.051646072158248,0
WG,2019-02-12,Lower Photic,1.861825141635488,10,5.654999999999999,10,-3.7931748583645115,0
WG,2019-02-12,Deep,1.313565284912954,45,5.008885093476591,45,-3.695319808563637,0
WG,2019-03-12,Surface,3.096689599282983,10,7.507000000000001,10,-4.410310400717018,0
WG,2019-03-12,Mid-Depth,3.146622887345037,10,6.885,10,-3.738377112654963,0
WG,2019-03-12,Lower Photic,1.528408365890563,10,6.459999999999999,10,-4.931591634109436,0
WG,2019-03-12,Deep,0.6398471363064939,45,3.0240837857458063,45,-2.3842366494393126,0
WG,2019-04-09,Surface,2.7508672427344933,10,7.651999999999999,10,-4.901132757265506,0
WG,2019-04-09,Mid-Depth,3.5923097190398527,10,7.312,10,-3.7196902809601475,0
WG,2019-04-09,Lower Photic,1.618225434679383,10,6.417,10,-4.798774565320617,0
WG,2019-04-09,Deep,0.5523430961478912,45,3.167416624714825,45,-2.615073528566934,0
WG,2019-05-14,Surface,1.1688695104480158,10,7.229429806689749,10,-6.060560296241734,0
WG,2019-05-14,Mid-Depth,1.15164208882869,10,7.055025772506187,10,-5.903383683677497,0
WG,2019-05-14,Lower Photic,1.107324742584661,10,5.323263208732181,10,-4.21593846614752,0
WG,2019-05-14,Deep,0.4724304476331874,45,2.7002445316721526,45,-2.227814084038965,0
WG,2019-06-12,Surface,0.8419867776592213,10,7.477274777082345,10,-6.635287999423124,0
WG,2019-06-12,Mid-Depth,1.1155937356856305,10,7.377882382324995,10,-6.262288646639365,0
WG,2019-06-12,Lower Photic,1.4955793408602591,10,5.0560649675067495,10,-3.56048562664649,0
WG,2019-06-12,Deep,0.5373903440602407,45,2.660313894270413,45,-2.1229235502101726,0
WG,2019-07-12,Surface,1.370242450252132,10,6.844231508738932,10,-5.4739890584868,0
WG,2019-07-12,Mid-Depth,1.44004687596207,10,6.8247208862324245,10,-5.384674010270355,0
WG,2019-07-12,Lower Photic,2.369443608648647,10,5.360055346069111,10,-2.990611737420464,0
WG,2019-07-12,Deep,0.7375168930875216,45,2.3959681700236963,45,-1.6584512769361748,0
WG,2019-08-13,Surface,1.18029483199129,10,7.013105894793597,10,-5.832811062802307,0
WG,2019-08-13,Mid-Depth,1.3665641128835009,10,6.944410026474847,10,-5.577845913591346,0
WG,2019-08-13,Lower Photic,2.18752485817782,10,5.219049960083591,10,-3.031525101905771,0
WG,2019-08-13,Deep,0.7008539284150977,45,2.184097214797664,45,-1.4832432863825664,0
WG,2019-09-10,Surface,0.9874034629211356,10,7.090487292026113,10,-6.103083829104977,0
WG,2019-09-10,Mid-Depth,1.1965765860352398,10,7.006731315513089,10,-5.8101547294778495,0
WG,2019-09-10,Lower Photic,1.99741400247146,10,5.84104836284208,10,-3.84363436037062,0
WG,2019-09-10,Deep,0.701620893631611,45,1.9373676715130168,45,-1.2357467778814057,0
WG,2020-01-23,Surface,3.191409045091518,10,6.009065966005498,10,-2.8176569209139806,0
WG,2020-01-23,Mid-Depth,3.338787096733809,10,5.92364712951096,10,-2.584860032777151,0
WG,2020-01-23,Lower Photic,3.282318988407293,10,5.7783498634345145,10,-2.4960308750272215,0
WG,2020-01-23,Deep,1.7298576066782738,45,3.0275057246540693,45,-1.2976481179757955,0
WG,2020-02-11,Surface,2.992767965359481,10,7.612865083003415,10,-4.620097117643934,0
WG,2020-02-11,Mid-Depth,5.106323633695529,10,7.548330807008661,10,-2.442007173313132,0
WG,2020-02-11,Lower Photic,8.969778294595027,10,6.589809071492167,10,2.3799692231028606,0
WG,2020-02-11,Deep,1.7387098468178328,45,3.054420024627276,45,-1.3157101778094433,0
WG,2020-03-10,Surface,2.870703458557061,10,6.619955097793583,10,-3.749251639236522,0
WG,2020-03-10,Mid-Depth,3.0867657910833386,10,6.56294407187808,10,-3.4761782807947417,0
WG,2020-03-10,Lower Photic,3.256861381243695,10,6.541149559623959,10,-3.2842881783802635,0
WG,2020-03-10,Deep,1.875962470358254,45,3.4964586290786657,45,-1.6204961587204116,0
WG,2020-04-14,Surface,1.329314454010969,10,7.340920976376859,10,-6.01160652236589,0
WG,2020-04-14,Mid-Depth,2.225919888544295,10,7.256236288049214,10,-5.030316399504919,0
WG,2020-04-14,Lower Photic,3.2986998533922858,10,6.021179925326877,10,-2.7224800719345916,0
WG,2020-04-14,Deep,0.96850734195304,45,2.984948691849219,45,-2.016441349896179,0
WG,2020-05-12,Surface,1.8011647997416698,10,7.204639068234149,10,-5.403474268492479,0
WG,2020-05-12,Mid-Depth,2.419504394808402,10,7.1667516045871,10,-4.747247209778698,0
WG,2020-05-12,Lower Photic,3.279659905098889,10,5.605201236938203,10,-2.3255413318393146,0
WG,2020-05-12,Deep,0.842705514856751,45,2.692550473412465,45,-1.849844958555714,0
WG,2020-06-09,Surface,2.434165961975853,10,7.288158161100884,10,-4.853992199125031,0
WG,2020-06-09,Mid-Depth,3.581824859440704,10,7.307728301313203,10,-3.725903441872499,0
WG,2020-06-09,Lower Photic,7.216399410815077,10,5.71720711713442,10,1.4991922936806574,0
WG,2020-06-09,Deep,0.7370966002395811,45,2.5526649216966413,45,-1.8155683214570602,0
WG,2020-07-14,Surface,1.532446148854546,10,7.170999378372855,10,-5.638553229518309,0
WG,2020-07-14,Mid-Depth,2.893350122236858,10,7.110925940390122,10,-4.217575818153264,0
WG,2020-07-14,Lower Photic,9.964533935400992,10,5.376201093034214,10,4.5883328423667775,0
WG,2020-07-14,Deep,0.938029888213026,45,2.275071850275298,45,-1.3370419620622718,0
WG,2020-08-11,Surface,1.3407922333189115,10,7.007066196893708,10,-5.666273963574796,0
WG,2020-08-11,Mid-Depth,1.419560045093654,10,6.95324418565569,10,-5.533684140562036,0
WG,2020-08-11,Lower Photic,2.1237072810819524,10,5.292400187496341,10,-3.1686929064143885,0
WG,2020-08-11,Deep,0.8131311701173818,45,2.039178660461835,45,-1.2260474903444534,0
WG,2020-09-08,Surface,1.107175260552559,10,7.116922550839315,10,-6.009747290286756,0
WG,2020-09-08,Mid-Depth,1.262473051732485,10,7.008759034249708,10,-5.7462859825172234,0
WG,2020-09-08,Lower Photic,1.529113593077826,10,5.546512791018115,10,-4.017399197940289,0
WG,2020-09-08,Deep,0.7191154231714265,45,1.8821424155342896,45,-1.163026992362863,0
WG,2020-10-13,Surface,1.193885241526715,10,7.0717290640625965,10,-5.877843822535882,0
WG,2020-10-13,Mid-Depth,1.394928229986339,10,7.031383721253212,10,-5.636455491266872,0
WG,2020-10-13,Lower Photic,1.733820563226364,10,5.545313840954361,10,-3.8114932777279975,0
WG,2020-10-13,Deep,0.78310183597154,45,1.7503744501688712,45,-0.9672726141973311,0
WG,2020-11-10,Surface,1.744856796586302,10,6.870830343796745,10,-5.125973547210442,0
WG,2020-11-10,Mid-Depth,2.043717856134096,10,6.807354610747066,10,-4.76363675461297,0
WG,2020-11-10,Lower Photic,2.47274113102166,10,6.6143137791111855,10,-4.141572648089525,0
WG,2020-11-10,Deep,0.7816404571445826,45,2.008318284888513,45,-1.2266778277439303,0
WG,2020-12-08,Surface,1.915986544346682,10,6.758705739324187,10,-4.842719194977505,0
WG,2020-12-08,Mid-Depth,2.132734530100735,10,6.641951586000866,10,-4.509217055900131,0
WG,2020-12-08,Lower Photic,2.237668904335064,10,6.541679117433397,10,-4.304010213098333,0
WG,2020-12-08,Deep,1.0361407942834542,45,2.4625732074159834,45,-1.4264324131325292,0
WG,2021-01-19,Surface,3.141404573431441,10,6.852006877827594,10,-3.710602304396153,0
WG,2021-01-19,Mid-Depth,3.5055730187305443,10,6.775991738367614,10,-3.2704187196370693,0
WG,2021-01-19,Lower Photic,3.636962560776772,10,6.749755340497669,10,-3.1127927797208965,0
WG,2021-01-19,Deep,1.7871978867314615,45,3.145184141704711,45,-1.3579862549732495,0
WG,2021-02-16,Surface,4.105443692207311,10,7.37048810125313,10,-3.265044409045819,0
WG,2021-02-16,Mid-Depth,10.213898400652496,10,7.128881336950572,10,3.0850170637019243,0
WG,2021-02-16,Lower Photic,6.137256071147533,10,6.232941272316317,10,-0.09568520116878432,0
WG,2021-02-16,Deep,1.1223376509241787,45,3.0237277252377983,45,-1.9013900743136196,0
WG,2021-03-16,Surface,2.714787350830661,10,7.065317854308374,10,-4.350530503477713,0
WG,2021-03-16,Mid-Depth,3.226830171308703,10,6.853435267052184,10,-3.626605095743481,0
WG,2021-03-16,Lower Photic,2.364247632083844,10,6.412459906178929,10,-4.048212274095086,0
WG,2021-03-16,Deep,1.0771772971159237,45,3.2076174312463044,45,-2.1304401341303807,0
WG,2021-04-13,Surface,2.056947261430284,10,7.577164557040066,10,-5.520217295609783,0
WG,2021-04-13,Mid-Depth,2.844927073113071,10,7.30043300761548,10,-4.455505934502408,0
WG,2021-04-13,Lower Photic,1.9380980356056845,10,6.382362236250761,10,-4.444264200645076,0
WG,2021-04-13,Deep,0.9292466510903056,45,3.1152860331106984,45,-2.1860393820203927,0
WG,2021-05-11,Surface,1.36910113160047,10,7.226700355337906,10,-5.857599223737436,0
WG,2021-05-11,Mid-Depth,1.856528462473636,10,6.980326158953099,10,-5.123797696479463,0
WG,2021-05-11,Lower Photic,1.493457440786589,10,6.064603736171292,10,-4.571146295384703,0
WG,2021-05-11,Deep,0.6853087310955703,45,2.955726391253949,45,-2.2704176601583788,0
WG,2021-06-08,Surface,1.0622882582525857,10,7.248931281985511,10,-6.186643023732925,0
WG,2021-06-08,Mid-Depth,1.414101303089838,10,7.018452698105295,10,-5.604351395015457,0
WG,2021-06-08,Lower Photic,1.409164652971374,10,5.5666308842307135,10,-4.15746623125934,0
WG,2021-06-08,Deep,0.6228717426350697,45,2.807716410977076,45,-2.184844668342006,0
WG,2021-07-13,Surface,1.2377056941484492,10,7.167915175297921,10,-5.930209481149472,0
WG,2021-07-13,Mid-Depth,1.62746014289012,10,6.936114190002312,10,-5.308654047112192,0
WG,2021-07-13,Lower Photic,2.1684928595063733,10,4.84521835624394,10,-2.676725496737567,0
WG,2021-07-13,Deep,0.6134095577646186,45,2.6276848615950894,45,-2.0142753038304706,0
WG,2021-08-10,Surface,1.2346926366588715,10,7.282955678538395,10,-6.048263041879523,0
WG,2021-08-10,Mid-Depth,1.511992892980106,10,7.245259917773231,10,-5.7332670247931246,0
WG,2021-08-10,Lower Photic,2.7557867494449053,10,5.531802538980738,10,-2.776015789535833,0
WG,2021-08-10,Deep,0.9720056297317992,45,2.4376804932764613,45,-1.4656748635446621,0
WG,2021-09-07,Surface,1.2720290422260974,10,7.229522936686483,10,-5.957493894460386,0
WG,2021-09-07,Mid-Depth,1.7033864687798652,10,7.123870050046729,10,-5.420483581266863,0
WG,2021-09-07,Lower Photic,2.442569232851778,10,5.800044781827292,10,-3.3574755489755144,0
WG,2021-09-07,Deep,0.9956053038598432,45,2.215637514825828,45,-1.2200322109659845,0
WG,2021-10-12,Surface,1.3618227411161137,10,7.301128828908301,10,-5.939306087792188,0
WG,2021-10-12,Mid-Depth,1.787301836701469,10,7.177994751970564,10,-5.390692915269095,0
WG,2021-10-12,Lower Photic,2.887287296839165,10,5.997062786891467,10,-3.1097754900523022,0
WG,2021-10-12,Deep,0.9802558326282584,45,2.091074089689788,45,-1.1108182570615295,0
WG,2021-11-09,Surface,1.962657082038485,10,6.740236143683393,10,-4.777579061644907,0
WG,2021-11-09,Mid-Depth,2.7445183084196154,10,6.6478247789208655,10,-3.90330647050125,0
WG,2021-11-09,Lower Photic,3.221827188930098,10,6.013791982159088,10,-2.7919647932289897,0
WG,2021-11-09,Deep,1.0012459099025266,45,1.957579220878748,45,-0.9563333109762213,0
WG,2021-12-07,Surface,3.64035951362123,10,6.920442736798672,10,-3.280083223177442,0
WG,2021-12-07,Mid-Depth,8.990225148949685,10,6.882215352651359,10,2.108009796298326,0
WG,2021-12-07,Lower Photic,5.392293769300987,10,6.802772434461114,10,-1.4104786651601273,0
WG,2021-12-07,Deep,2.705663233500294,45,2.8482967827176564,45,-0.14263354921736227,0
WG,2022-01-18,Surface,3.036594150876367,10,6.878476075080256,10,-3.841881924203889,0
WG,2022-01-18,Mid-Depth,3.5731431443111865,10,6.816049052444788,10,-3.242905908133601,0
WG,2022-01-18,Lower Photic,3.596855674845436,10,6.776602634802148,10,-3.179746959956712,0
WG,2022-01-18,Deep,1.5631128279425892,45,3.1765875823401006,45,-1.6134747543975114,0
WG,2022-02-08,Surface,2.116805783760562,10,6.440316666841075,10,-4.3235108830805125,0
WG,2022-02-08,Mid-Depth,2.218382765546313,10,6.381713722550627,10,-4.163330957004314,0
WG,2022-02-08,Lower Photic,2.288687826441606,10,6.362516247975532,10,-4.073828421533926,0
WG,2022-02-08,Deep,1.32644255377002,45,3.283359573208793,45,-1.9569170194387728,0
WG,2022-03-08,Surface,1.367520211295961,10,7.424582611545229,10,-6.057062400249268,0
WG,2022-03-08,Mid-Depth,2.1039112630389005,10,7.164004275947451,10,-5.060093012908551,0
WG,2022-03-08,Lower Photic,1.8510318951564773,10,6.675901000997537,10,-4.82486910584106,0
WG,2022-03-08,Deep,0.7565820806950914,45,4.060878505993252,45,-3.304296425298161,0
WG,2022-04-05,Surface,1.176711256935341,10,7.156726438433705,10,-5.980015181498365,0
WG,2022-04-05,Mid-Depth,1.7583789843991575,10,7.063446306469333,10,-5.305067322070176,0
WG,2022-04-05,Lower Photic,2.587302182984638,10,6.414962863749125,10,-3.827660680764487,0
WG,2022-04-05,Deep,0.9260172543517458,45,3.005345752650933,45,-2.079328498299187,0
WG,2022-05-10,Surface,1.1285976181844195,10,7.413255927014662,10,-6.284658308830243,0
WG,2022-05-10,Mid-Depth,1.4013171786209289,10,7.400860791036907,10,-5.9995436124159784,0
WG,2022-05-10,Lower Photic,1.7556415034944235,10,5.946715296574576,10,-4.191073793080152,0
WG,2022-05-10,Deep,0.829460926431373,45,2.7698070298041464,45,-1.9403461033727734,0
WG,2022-06-14,Surface,1.2848724655295922,10,7.274676246021258,10,-5.989803780491666,0
WG,2022-06-14,Mid-Depth,1.409085242957466,10,7.1753505064511405,10,-5.766265263493675,0
WG,2022-06-14,Lower Photic,1.755748310602074,10,5.84482446686934,10,-4.089076156267266,0
WG,2022-06-14,Deep,0.6917156433584921,45,2.562967740663082,45,-1.8712520973045899,0
WG,2022-07-12,Surface,1.0286542901633529,10,7.196972857123508,10,-6.168318566960155,0
WG,2022-07-12,Mid-Depth,1.1059970316050858,10,7.144872276084032,10,-6.038875244478946,0
WG,2022-07-12,Lower Photic,1.6025486021585995,10,6.011757592444637,10,-4.409208990286038,0
WG,2022-07-12,Deep,0.719838190140278,45,2.351681121059916,45,-1.631842930919638,0
WG,2022-08-09,Surface,1.175999997792578,10,7.046548124626495,10,-5.870548126833917,0
WG,2022-08-09,Mid-Depth,1.4651293443114382,10,7.003327405144208,10,-5.538198060832769,0
WG,2022-08-09,Lower Photic,1.782392178982412,10,6.276434539725589,10,-4.494042360743177,0
WG,2022-08-09,Deep,0.8174119312427715,45,2.2831675556269886,45,-1.4657556243842171,0
WG,2022-09-06,Surface,1.0990373925569596,10,7.427254032418356,10,-6.328216639861396,0
WG,2022-09-06,Mid-Depth,1.842780116966011,10,7.400979166401974,10,-5.558199049435963,0
WG,2022-09-06,Lower Photic,1.692651315905413,10,6.116851702180153,10,-4.424200386274739,0
WG,2022-09-06,Deep,0.822352322048118,45,2.026514222715474,45,-1.2041619006673563,0
WG,2022-10-18,Surface,1.595089441749359,10,7.216991368610286,10,-5.621901926860927,0
WG,2022-10-18,Mid-Depth,2.156720385708536,10,7.120013567917629,10,-4.963293182209092,0
WG,2022-10-18,Lower Photic,2.284406661775302,10,6.391990796454907,10,-4.107584134679605,0
WG,2022-10-18,Deep,0.7165421462562847,45,1.8555019868897349,45,-1.1389598406334502,0
WG,2022-11-08,Surface,1.1725371739377874,10,7.209197224445541,10,-6.036660050507754,0
WG,2022-11-08,Mid-Depth,1.7046762917636642,10,7.11318092344608,10,-5.408504631682416,0
WG,2022-11-08,Lower Photic,2.058169708449019,10,6.705340252761829,10,-4.64717054431281,0
WG,2022-11-08,Deep,1.069565841787629,45,1.792862226982463,45,-0.723296385194834,0
WG,2022-12-06,Surface,2.0365280283238967,10,6.511771525404693,10,-4.475243497080796,0
WG,2022-12-06,Mid-Depth,2.68425505770279,10,6.381686514272364,10,-3.6974314565695745,0
WG,2022-12-06,Lower Photic,2.838048352321886,10,6.363338093562627,10,-3.5252897412407407,0
WG,2022-12-06,Deep,1.2848081249097054,45,2.800734808335158,45,-1.5159266834254528,0
WG,2023-01-17,Surface,2.1385444788129826,10,6.592148399180625,10,-4.453603920367643,0
WG,2023-01-17,Mid-Depth,2.3965301391441534,10,6.537165576608009,10,-4.140635437463856,0
WG,2023-01-17,Lower Photic,2.670524825842341,10,6.439611763713806,10,-3.769086937871465,0
WG,2023-01-17,Deep,1.4393099692956377,45,3.1087997914468835,45,-1.6694898221512458,0
WG,2023-02-14,Surface,2.29999993903262,10,6.03250191013713,10,-3.73250197110451,0
WG,2023-02-14,Mid-Depth,2.512541934381396,10,5.894779720276981,10,-3.382237785895585,0
WG,2023-02-14,Lower Photic,2.0364453842187915,10,5.505836002191009,10,-3.469390617972217,0
WG,2023-02-14,Deep,1.100696508684261,45,2.926832792413246,45,-1.8261362837289847,0
WG,2023-03-14,Surface,1.6139585708,10,7.309642460000001,10,-5.6956838892000015,0
WG,2023-03-14,Mid-Depth,2.0364731048,10,7.127664853000001,10,-5.0911917482,0
WG,2023-03-14,Lower Photic,2.2627230253,10,5.6922322819,10,-3.4295092566,0
WG,2023-03-14,Deep,0.875083766404021,45,2.880858304726454,45,-2.0057745383224335,0
WG,2023-04-11,Surface,0.790589051145494,10,7.03316770343925,10,-6.242578652293756,0
WG,2023-04-11,Mid-Depth,0.9286551265441032,10,6.971184855771625,10,-6.042529729227522,0
WG,2023-04-11,Lower Photic,1.29080202800141,10,6.134145512728665,10,-4.843343484727255,0
WG,2023-04-11,Deep,1.197527475845907,45,2.723904782288887,45,-1.5263773064429802,0
WG,2023-05-09,Surface,0.998190724731371,10,7.428700809518669,10,-6.430510084787298,0
WG,2023-05-09,Mid-Depth,1.285135606921022,10,7.363733683753351,10,-6.0785980768323284,0
WG,2023-05-09,Lower Photic,1.925623088445669,10,6.089374067277097,10,-4.163750978831428,0
WG,2023-05-09,Deep,0.9590808411466246,45,2.4251273300651404,45,-1.4660464889185159,0
WG,2023-06-13,Surface,1.079593028775957,10,7.288310030403705,10,-6.208717001627749,0
WG,2023-06-13,Mid-Depth,1.501084654906814,10,7.271222545151535,10,-5.770137890244722,0
WG,2023-06-13,Lower Photic,2.3704925414209788,10,5.608636937888197,10,-3.2381443964672183,0
WG,2023-06-13,Deep,0.8711235529246939,45,2.188734021181704,45,-1.3176104682570102,0
WG,2023-07-18,Surface,1.818063634942472,10,7.127888784727501,10,-5.309825149785029,0
WG,2023-07-18,Mid-Depth,2.613734651428427,10,7.035389101609468,10,-4.421654450181041,0
WG,2023-07-18,Lower Photic,2.615616450167434,10,5.629514530189132,10,-3.013898080021698,0
WG,2023-07-18,Deep,0.6966498477660258,45,1.9674108258526268,45,-1.2707609780866012,0
WG,2023-08-16,Surface,1.221596671302438,10,7.270920659066502,10,-6.049323987764064,0
WG,2023-08-16,Mid-Depth,1.706647423021273,10,7.231524805255025,10,-5.524877382233752,0
WG,2023-08-16,Lower Photic,2.7079779523348404,10,5.293015262007037,10,-2.5850373096721966,0
WG,2023-08-16,Deep,0.8214655873851666,45,1.7955975156177093,45,-0.9741319282325427,0
WG,2023-09-05,Surface,1.466005025400562,10,7.382138229383791,10,-5.916133203983229,0
WG,2023-09-05,Mid-Depth,2.1750009780627417,10,7.318839331736392,10,-5.14383835367365,0
WG,2023-09-05,Lower Photic,2.9655513473559894,10,6.123765857560941,10,-3.1582145102049517,0
WG,2023-09-05,Deep,0.7051689166571968,45,1.6173097406711874,45,-0.9121408240139905,0
WG,2023-10-18,Surface,20.00315196510855,10,7.274266141172743,10,12.728885823935808,0
WG,2023-10-18,Mid-Depth,28.889942178109266,10,7.415781018330032,10,21.474161159779236,0
WG,2023-10-18,Lower Photic,25.01278903053555,10,6.005601123643365,10,19.007187906892185,0
WG,2023-10-18,Deep,6.653466656202993,45,1.679575643559969,45,4.9738910126430245,0
WG,2023-11-14,Surface,2.9388476835058466,10,6.62229102713413,10,-3.6834433436282836,0
WG,2023-11-14,Mid-Depth,3.16365187476599,10,6.5209503840688425,10,-3.3572985093028525,0
WG,2023-11-14,Lower Photic,3.0587557597360937,10,6.477222770705093,10,-3.418467010968999,0
WG,2023-11-14,Deep,0.8197340775706247,45,1.8449077187595628,45,-1.025173641188938,0
WG,2023-12-05,Surface,2.604013981137349,10,6.907667143567356,10,-4.303653162430008,0
WG,2023-12-05,Mid-Depth,3.018033493678863,10,6.6826118189225125,10,-3.6645783252436495,0
WG,2023-12-05,Lower Photic,3.137735825412859,10,6.656891686298724,10,-3.5191558608858653,0
WG,2023-12-05,Deep,0.9819713070332624,45,2.0610149540278515,45,-1.079043646994589,0
WP,2014-02-26,Surface,1.3037142857142858,10,7.922,10,-6.618285714285713,0
